userName,content,score,at,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
Amira Callista rahmania,Bagus sekali tapi agak bug tapi masih bagus kok,4,2025-02-01 07:29:56,Bagus sekali tapi agak bug tapi masih bagus kok,bagus sekali tapi agak bug tapi masih bagus kok,bagus sekali tapi agak bug tapi masih bagus kok,"['bagus', 'sekali', 'tapi', 'agak', 'bug', 'tapi', 'masih', 'bagus', 'kok']","['bagus', 'bug', 'bagus']",bagus bug bagus
Cinta Salsabila,susah buat disimpan,1,2025-02-01 07:14:33,susah buat disimpan,susah buat disimpan,susah buat disimpan,"['susah', 'buat', 'disimpan']","['susah', 'disimpan']",susah simpan
Nur Lisma,"Saya sangat senang menemukan Aplikasi ini, bisa buat plajaran. Vidionya sangat""bagus 👍👍👍",5,2025-02-01 06:52:22,Saya sangat senang menemukan Aplikasi ini bisa buat plajaran Vidionya sangatbagus ,saya sangat senang menemukan aplikasi ini bisa buat plajaran vidionya sangatbagus ,saya sangat senang menemukan aplikasi ini bisa buat plajaran vidionya sangatbagus,"['saya', 'sangat', 'senang', 'menemukan', 'aplikasi', 'ini', 'bisa', 'buat', 'plajaran', 'vidionya', 'sangatbagus']","['senang', 'menemukan', 'aplikasi', 'plajaran', 'vidionya', 'sangatbagus']",senang temu aplikasi plajaran vidionya sangatbagus
Toha Saputra,Wow sangat menarik,5,2025-02-01 06:04:20,Wow sangat menarik,wow sangat menarik,wow sangat menarik,"['wow', 'sangat', 'menarik']","['wow', 'menarik']",wow tarik
Chelsea Beatrix,Gabisa login masalah umur,1,2025-02-01 05:55:58,Gabisa login masalah umur,gabisa login masalah umur,login masalah umur,"['login', 'masalah', 'umur']","['login', 'umur']",login umur
Varissa 26,Ini sangat membantu^^,5,2025-02-01 05:12:47,Ini sangat membantu,ini sangat membantu,ini sangat membantu,"['ini', 'sangat', 'membantu']",['membantu'],bantu
Fira Gunawan,Cara daftarnya gimana tidak seperti yang dulu? Sekarang harus ada tanda lahir dulu sekali lagi bagaimana?!!,4,2025-02-01 04:52:39,Cara daftarnya gimana tidak seperti yang dulu Sekarang harus ada tanda lahir dulu sekali lagi bagaimana,cara daftarnya gimana tidak seperti yang dulu sekarang harus ada tanda lahir dulu sekali lagi bagaimana,cara daftarnya bagaimana tidak seperti yang dulu sekarang harus ada tanda lahir dulu sekali lagi bagaimana,"['cara', 'daftarnya', 'bagaimana', 'tidak', 'seperti', 'yang', 'dulu', 'sekarang', 'harus', 'ada', 'tanda', 'lahir', 'dulu', 'sekali', 'lagi', 'bagaimana']","['daftarnya', 'tanda', 'lahir']",daftar tanda lahir
Rai Sya,Berguna bgt siii mau cari ide apa aja banyak di sini apalagi kyk gambar gambar lucu gitu contoh ny walpaper gitu gitu banyak siii gunanya 👍,5,2025-02-01 04:24:43,Berguna bgt siii mau cari ide apa aja banyak di sini apalagi kyk gambar gambar lucu gitu contoh ny walpaper gitu gitu banyak siii gunanya ,berguna bgt siii mau cari ide apa aja banyak di sini apalagi kyk gambar gambar lucu gitu contoh ny walpaper gitu gitu banyak siii gunanya ,berguna banget siii mau cari ide apa saja banyak di sini apalagi kayak gambar gambar lucu begitu contoh nya walpaper begitu begitu banyak siii gunanya,"['berguna', 'banget', 'siii', 'mau', 'cari', 'ide', 'apa', 'saja', 'banyak', 'di', 'sini', 'apalagi', 'kayak', 'gambar', 'gambar', 'lucu', 'begitu', 'contoh', 'nya', 'walpaper', 'begitu', 'begitu', 'banyak', 'siii', 'gunanya']","['berguna', 'banget', 'siii', 'cari', 'ide', 'kayak', 'gambar', 'gambar', 'lucu', 'contoh', 'nya', 'walpaper', 'siii', 'gunanya']",guna banget siii cari ide kayak gambar gambar lucu contoh nya walpaper siii guna
Yuli Ana,Very nice and cool.,5,2025-02-01 03:51:00,Very nice and cool,very nice and cool,very nice and cool,"['very', 'nice', 'and', 'cool']","['very', 'nice', 'and', 'cool']",very nice and cool
Maria oktaviana Toyo,Bagus buat lihat semua refrensi fashion dll,4,2025-02-01 03:39:45,Bagus buat lihat semua refrensi fashion dll,bagus buat lihat semua refrensi fashion dll,bagus buat lihat semua refrensi fashion dll,"['bagus', 'buat', 'lihat', 'semua', 'refrensi', 'fashion', 'dll']","['bagus', 'lihat', 'refrensi', 'fashion', 'dll']",bagus lihat refrensi fashion dll
Abhinaya Kenzie,"Aplikasi yang bagus dan memberikan aku banyak ide✧, tapi bagaimana caranya untuk mengupdate pinterest? Aku masih pemula jadi belum tau:(",5,2025-02-01 03:07:02,Aplikasi yang bagus dan memberikan aku banyak ide tapi bagaimana caranya untuk mengupdate pinterest Aku masih pemula jadi belum tau,aplikasi yang bagus dan memberikan aku banyak ide tapi bagaimana caranya untuk mengupdate pinterest aku masih pemula jadi belum tau,aplikasi yang bagus dan memberikan aku banyak ide tapi bagaimana caranya untuk mengupdate pinterest aku masih pemula jadi belum tau,"['aplikasi', 'yang', 'bagus', 'dan', 'memberikan', 'aku', 'banyak', 'ide', 'tapi', 'bagaimana', 'caranya', 'untuk', 'mengupdate', 'pinterest', 'aku', 'masih', 'pemula', 'jadi', 'belum', 'tau']","['aplikasi', 'bagus', 'ide', 'mengupdate', 'pinterest', 'pemula', 'tau']",aplikasi bagus ide mengupdate pinterest mula tau
Maria Hutabarat,banyak banget pengetahuan yang saya dapat dari sini,4,2025-02-01 01:36:39,banyak banget pengetahuan yang saya dapat dari sini,banyak banget pengetahuan yang saya dapat dari sini,banyak banget pengetahuan yang saya dapat dari sini,"['banyak', 'banget', 'pengetahuan', 'yang', 'saya', 'dapat', 'dari', 'sini']","['banget', 'pengetahuan']",banget tahu
Hanifah,Misa mendapatkan fotoo yang bagus untuk di jadikan Welpaper gpp lucuk,5,2025-02-01 01:22:43,Misa mendapatkan fotoo yang bagus untuk di jadikan Welpaper gpp lucuk,misa mendapatkan fotoo yang bagus untuk di jadikan welpaper gpp lucuk,misa mendapatkan fotoo yang bagus untuk di jadikan welpaper lucu,"['misa', 'mendapatkan', 'fotoo', 'yang', 'bagus', 'untuk', 'di', 'jadikan', 'welpaper', 'lucu']","['misa', 'fotoo', 'bagus', 'jadikan', 'welpaper', 'lucu']",misa fotoo bagus jadi welpaper lucu
Asni Baruu,Karena aku masukin tanggal lahir malah gak bisaa!!,1,2025-01-31 23:57:22,Karena aku masukin tanggal lahir malah gak bisaa,karena aku masukin tanggal lahir malah gak bisaa,karena aku memasuki tanggal lahir malah tidak bisa,"['karena', 'aku', 'memasuki', 'tanggal', 'lahir', 'malah', 'tidak', 'bisa']","['memasuki', 'tanggal', 'lahir']",pasuk tanggal lahir
Himawan Gonzales,"Gambar2 sngt bgs2,ini sangat membantu utk mengirim salam utk teman2.",5,2025-01-31 23:43:14,Gambar sngt bgsini sangat membantu utk mengirim salam utk teman,gambar sngt bgsini sangat membantu utk mengirim salam utk teman,gambar sangat bgsini sangat membantu untuk mengirim salam untuk teman,"['gambar', 'sangat', 'bgsini', 'sangat', 'membantu', 'untuk', 'mengirim', 'salam', 'untuk', 'teman']","['gambar', 'bgsini', 'membantu', 'mengirim', 'salam', 'teman']",gambar bgsini bantu kirim salam teman
generasi rusak,"Sejak baru update, akun lama malah tidak bisa di login,setiap keluar aplikasi, selalu di minta login ulang",5,2025-01-31 19:59:45,Sejak baru update akun lama malah tidak bisa di loginsetiap keluar aplikasi selalu di minta login ulang,sejak baru update akun lama malah tidak bisa di loginsetiap keluar aplikasi selalu di minta login ulang,sejak baru update akun lama malah tidak bisa di loginsetiap keluar aplikasi selalu di meminta login ulang,"['sejak', 'baru', 'update', 'akun', 'lama', 'malah', 'tidak', 'bisa', 'di', 'loginsetiap', 'keluar', 'aplikasi', 'selalu', 'di', 'meminta', 'login', 'ulang']","['update', 'akun', 'loginsetiap', 'aplikasi', 'login', 'ulang']",update akun loginsetiap aplikasi login ulang
Kpk Cell,"sejauh ini menurutku udh bagus ya, ga ada masalah, tpi bisa tambahin fitur ga? kyak video bisa disimpen di galeri, ga harus download dulu di chrome, trs ada fitur terakhir dilihat, kadang aku nemu foto/video tpi lupa ga kesimpen waktu mau cari lagi susah",5,2025-01-31 16:34:03,sejauh ini menurutku udh bagus ya ga ada masalah tpi bisa tambahin fitur ga kyak video bisa disimpen di galeri ga harus download dulu di chrome trs ada fitur terakhir dilihat kadang aku nemu fotovideo tpi lupa ga kesimpen waktu mau cari lagi susah,sejauh ini menurutku udh bagus ya ga ada masalah tpi bisa tambahin fitur ga kyak video bisa disimpen di galeri ga harus download dulu di chrome trs ada fitur terakhir dilihat kadang aku nemu fotovideo tpi lupa ga kesimpen waktu mau cari lagi susah,sejauh ini menurutku sudah bagus ya tidak ada masalah tapi bisa tambahkan fitur tidak kayak video bisa disimpen di galeri tidak harus download dulu di chrome terus ada fitur terakhir dilihat kadang aku nemu fotovideo tapi lupa tidak kesimpen waktu mau cari lagi susah,"['sejauh', 'ini', 'menurutku', 'sudah', 'bagus', 'ya', 'tidak', 'ada', 'masalah', 'tapi', 'bisa', 'tambahkan', 'fitur', 'tidak', 'kayak', 'video', 'bisa', 'disimpen', 'di', 'galeri', 'tidak', 'harus', 'download', 'dulu', 'di', 'chrome', 'terus', 'ada', 'fitur', 'terakhir', 'dilihat', 'kadang', 'aku', 'nemu', 'fotovideo', 'tapi', 'lupa', 'tidak', 'kesimpen', 'waktu', 'mau', 'cari', 'lagi', 'susah']","['menurutku', 'bagus', 'ya', 'tambahkan', 'fitur', 'kayak', 'video', 'disimpen', 'galeri', 'download', 'chrome', 'fitur', 'kadang', 'nemu', 'fotovideo', 'lupa', 'kesimpen', 'cari', 'susah']",turut bagus ya tambah fitur kayak video disimpen galeri download chrome fitur kadang nemu fotovideo lupa kesimpen cari susah
Juli Julhijah,Aplikasi ini sanga t bagus canggih dan efektip,5,2025-01-31 14:15:19,Aplikasi ini sanga t bagus canggih dan efektip,aplikasi ini sanga t bagus canggih dan efektip,aplikasi ini sanga t bagus canggih dan efektip,"['aplikasi', 'ini', 'sanga', 't', 'bagus', 'canggih', 'dan', 'efektip']","['aplikasi', 'sanga', 't', 'bagus', 'canggih', 'efektip']",aplikasi sanga t bagus canggih efektip
Tasya D. S,"suka tiba"" gabisa di buka jd harus install ulang, aneh. tolong diperbaiki dong",4,2025-01-31 14:04:12,suka tiba gabisa di buka jd harus install ulang aneh tolong diperbaiki dong,suka tiba gabisa di buka jd harus install ulang aneh tolong diperbaiki dong,suka tiba di buka jadi harus install ulang aneh tolong diperbaiki dong,"['suka', 'tiba', 'di', 'buka', 'jadi', 'harus', 'install', 'ulang', 'aneh', 'tolong', 'diperbaiki', 'dong']","['suka', 'buka', 'install', 'ulang', 'aneh', 'tolong', 'diperbaiki']",suka buka install ulang aneh tolong baik
Sonjaya Jaya,Excelen...,5,2025-01-31 13:56:03,Excelen,excelen,excelen,['excelen'],['excelen'],excelen
Sarip Sugandi,Its very useful,5,2025-01-31 13:20:10,Its very useful,its very useful,its very useful,"['its', 'very', 'useful']","['its', 'very', 'useful']",its very useful
Salim Salim,Bagus mudah download,5,2025-01-31 12:55:01,Bagus mudah download,bagus mudah download,bagus mudah download,"['bagus', 'mudah', 'download']","['bagus', 'mudah', 'download']",bagus mudah download
dimas hanif,BAGOSSS SEKALI BESTTT,5,2025-01-31 12:44:04,BAGOSSS SEKALI BESTTT,bagosss sekali besttt,bagosss sekali besttt,"['bagosss', 'sekali', 'besttt']","['bagosss', 'besttt']",bagosss besttt
Lordvi Leagler Lordvision Morisson,baguss bangett ini berguna sih buat cari foto kak Korii ehehehehe,5,2025-01-31 10:57:27,baguss bangett ini berguna sih buat cari foto kak Korii ehehehehe,baguss bangett ini berguna sih buat cari foto kak korii ehehehehe,bagus banget ini berguna sih buat cari foto kak korii ehehehehe,"['bagus', 'banget', 'ini', 'berguna', 'sih', 'buat', 'cari', 'foto', 'kak', 'korii', 'ehehehehe']","['bagus', 'banget', 'berguna', 'sih', 'cari', 'foto', 'kak', 'korii', 'ehehehehe']",bagus banget guna sih cari foto kak korii ehehehehe
Christina Simatupang,Bagus banget gue suka banget,5,2025-01-31 10:34:22,Bagus banget gue suka banget,bagus banget gue suka banget,bagus banget gue suka banget,"['bagus', 'banget', 'gue', 'suka', 'banget']","['bagus', 'banget', 'gue', 'suka', 'banget']",bagus banget gue suka banget
Sri Nuraeni,Sangatt bagus,5,2025-01-31 10:22:52,Sangatt bagus,sangatt bagus,sangatt bagus,"['sangatt', 'bagus']","['sangatt', 'bagus']",sangatt bagus
Yani Raffista,Suka dan menarik,4,2025-01-31 08:49:48,Suka dan menarik,suka dan menarik,suka dan menarik,"['suka', 'dan', 'menarik']","['suka', 'menarik']",suka tarik
Mama Beesatu,Bagus banget bagus banget terima kasih terima kasih terima kasih,5,2025-01-31 06:27:35,Bagus banget bagus banget terima kasih terima kasih terima kasih,bagus banget bagus banget terima kasih terima kasih terima kasih,bagus banget bagus banget terima kasih terima kasih terima kasih,"['bagus', 'banget', 'bagus', 'banget', 'terima', 'kasih', 'terima', 'kasih', 'terima', 'kasih']","['bagus', 'banget', 'bagus', 'banget', 'terima', 'kasih', 'terima', 'kasih', 'terima', 'kasih']",bagus banget bagus banget terima kasih terima kasih terima kasih
Alifah Elvira,wah bagus bagus banget aku suka,5,2025-01-31 05:59:18,wah bagus bagus banget aku suka,wah bagus bagus banget aku suka,wah bagus bagus banget aku suka,"['wah', 'bagus', 'bagus', 'banget', 'aku', 'suka']","['bagus', 'bagus', 'banget', 'suka']",bagus bagus banget suka
Pupun Punjiani,aplikasinya bagus bgtt,5,2025-01-31 05:52:54,aplikasinya bagus bgtt,aplikasinya bagus bgtt,aplikasinya bagus banget,"['aplikasinya', 'bagus', 'banget']","['aplikasinya', 'bagus', 'banget']",aplikasi bagus banget
m.rayhan al mahdi (Ray),"kurangi tolong gambar yang tidak senonoh, saya sebagai pengguna pinterest kecewaaa banyak tampilan gambar yang melecehkan dan banyak juga gambar porno",2,2025-01-31 04:50:29,kurangi tolong gambar yang tidak senonoh saya sebagai pengguna pinterest kecewaaa banyak tampilan gambar yang melecehkan dan banyak juga gambar porno,kurangi tolong gambar yang tidak senonoh saya sebagai pengguna pinterest kecewaaa banyak tampilan gambar yang melecehkan dan banyak juga gambar porno,kurangi tolong gambar yang tidak senonoh saya sebagai pengguna pinterest kecewaaa banyak tampilan gambar yang melecehkan dan banyak juga gambar porno,"['kurangi', 'tolong', 'gambar', 'yang', 'tidak', 'senonoh', 'saya', 'sebagai', 'pengguna', 'pinterest', 'kecewaaa', 'banyak', 'tampilan', 'gambar', 'yang', 'melecehkan', 'dan', 'banyak', 'juga', 'gambar', 'porno']","['kurangi', 'tolong', 'gambar', 'senonoh', 'pengguna', 'pinterest', 'kecewaaa', 'tampilan', 'gambar', 'melecehkan', 'gambar', 'porno']",kurang tolong gambar senonoh guna pinterest kecewaaa tampil gambar leceh gambar porno
Jesayas Anggiat Sirait,Bagus sekali terutama saya menemukan beberapa hal yang dahulu saya inginkan untuk cari tahu ternyata ada disini. Mantap... 👍,5,2025-01-31 04:28:39,Bagus sekali terutama saya menemukan beberapa hal yang dahulu saya inginkan untuk cari tahu ternyata ada disini Mantap ,bagus sekali terutama saya menemukan beberapa hal yang dahulu saya inginkan untuk cari tahu ternyata ada disini mantap ,bagus sekali terutama saya menemukan beberapa hal yang dahulu saya inginkan untuk cari tahu ternyata ada disini mantap,"['bagus', 'sekali', 'terutama', 'saya', 'menemukan', 'beberapa', 'hal', 'yang', 'dahulu', 'saya', 'inginkan', 'untuk', 'cari', 'tahu', 'ternyata', 'ada', 'disini', 'mantap']","['bagus', 'menemukan', 'cari', 'mantap']",bagus temu cari mantap
akilla Humaira,bagus bgt suka sama pilihan ya,5,2025-01-31 04:19:57,bagus bgt suka sama pilihan ya,bagus bgt suka sama pilihan ya,bagus banget suka sama pilihan ya,"['bagus', 'banget', 'suka', 'sama', 'pilihan', 'ya']","['bagus', 'banget', 'suka', 'pilihan', 'ya']",bagus banget suka pilih ya
Ikhsan Cayy,Aku mau cari wallpaper bubub gua,5,2025-01-31 04:02:36,Aku mau cari wallpaper bubub gua,aku mau cari wallpaper bubub gua,aku mau cari wallpaper bubub gua,"['aku', 'mau', 'cari', 'wallpaper', 'bubub', 'gua']","['cari', 'wallpaper', 'bubub', 'gua']",cari wallpaper bubub gua
Triyani Puspita sari,𝑺𝒖𝒌𝒂 𝒃𝒈𝒕 𝒂𝒑𝒍𝒔 𝒊𝒏𝒊,5,2025-01-31 03:33:25,𝑺𝒖𝒌𝒂 𝒃𝒈𝒕 𝒂𝒑𝒍𝒔 𝒊𝒏𝒊,𝑺𝒖𝒌𝒂 𝒃𝒈𝒕 𝒂𝒑𝒍𝒔 𝒊𝒏𝒊,𝑺𝒖𝒌𝒂 𝒃𝒈𝒕 𝒂𝒑𝒍𝒔 𝒊𝒏𝒊,"['𝑺𝒖𝒌𝒂', '𝒃𝒈𝒕', '𝒂𝒑𝒍𝒔', '𝒊𝒏𝒊']","['𝑺𝒖𝒌𝒂', '𝒃𝒈𝒕', '𝒂𝒑𝒍𝒔', '𝒊𝒏𝒊']",   
rizal wahyoedin,Bagus tapi kalo pake hp adikku gak bisa,4,2025-01-31 03:25:53,Bagus tapi kalo pake hp adikku gak bisa,bagus tapi kalo pake hp adikku gak bisa,bagus tapi kalau pakai hp adikku tidak bisa,"['bagus', 'tapi', 'kalau', 'pakai', 'hp', 'adikku', 'tidak', 'bisa']","['bagus', 'pakai', 'hp', 'adikku']",bagus pakai hp adik
rayya ivana,Lumayan lah,4,2025-01-31 02:15:34,Lumayan lah,lumayan lah,lumayan lah,"['lumayan', 'lah']",['lumayan'],lumayan
hali burneo,Bagus buat konten,5,2025-01-30 22:12:03,Bagus buat konten,bagus buat konten,bagus buat konten,"['bagus', 'buat', 'konten']","['bagus', 'konten']",bagus konten
Elisabeth Toineno,Top application for anybody...,4,2025-01-30 20:33:49,Top application for anybody,top application for anybody,top application for anybody,"['top', 'application', 'for', 'anybody']","['top', 'application', 'for', 'anybody']",top application for anybody
Saxkar,Terima kasih Pinterest 🔖,5,2025-01-30 16:25:51,Terima kasih Pinterest ,terima kasih pinterest ,terima kasih pinterest,"['terima', 'kasih', 'pinterest']","['terima', 'kasih', 'pinterest']",terima kasih pinterest
aqeela sadega,Lengkap banget di pinterest ini harus kalian coba?,5,2025-01-30 16:09:24,Lengkap banget di pinterest ini harus kalian coba,lengkap banget di pinterest ini harus kalian coba,lengkap banget di pinterest ini harus kalian coba,"['lengkap', 'banget', 'di', 'pinterest', 'ini', 'harus', 'kalian', 'coba']","['lengkap', 'banget', 'pinterest', 'coba']",lengkap banget pinterest coba
Rina Ramadhana,"Aplikasinya sudah bagus sangat membantu, tp lebih baik jika ada untuk penghapusan foto/video yg kita simpan. Catatan, udh dari kemarin lalu kok loading terus y, padahal udh pake kuota sama wifi hasilnya tetap sama, LG ada kerusakan kah??",5,2025-01-30 14:25:46,Aplikasinya sudah bagus sangat membantu tp lebih baik jika ada untuk penghapusan fotovideo yg kita simpan Catatan udh dari kemarin lalu kok loading terus y padahal udh pake kuota sama wifi hasilnya tetap sama LG ada kerusakan kah,aplikasinya sudah bagus sangat membantu tp lebih baik jika ada untuk penghapusan fotovideo yg kita simpan catatan udh dari kemarin lalu kok loading terus y padahal udh pake kuota sama wifi hasilnya tetap sama lg ada kerusakan kah,aplikasinya sudah bagus sangat membantu tapi lebih baik jika ada untuk penghapusan fotovideo yang kita simpan catatan sudah dari kemarin lalu kok loading terus ya padahal sudah pakai kuota sama wifi hasilnya tetap sama lagi ada kerusakan kah,"['aplikasinya', 'sudah', 'bagus', 'sangat', 'membantu', 'tapi', 'lebih', 'baik', 'jika', 'ada', 'untuk', 'penghapusan', 'fotovideo', 'yang', 'kita', 'simpan', 'catatan', 'sudah', 'dari', 'kemarin', 'lalu', 'kok', 'loading', 'terus', 'ya', 'padahal', 'sudah', 'pakai', 'kuota', 'sama', 'wifi', 'hasilnya', 'tetap', 'sama', 'lagi', 'ada', 'kerusakan', 'kah']","['aplikasinya', 'bagus', 'membantu', 'penghapusan', 'fotovideo', 'simpan', 'catatan', 'kemarin', 'loading', 'ya', 'pakai', 'kuota', 'wifi', 'hasilnya', 'kerusakan', 'kah']",aplikasi bagus bantu hapus fotovideo simpan catat kemarin loading ya pakai kuota wifi hasil rusa kah
