at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-01-20 12:22:46,Talitha Putri,3,"Saya cari gambar susah2 tiba-tiba dihapus karena melanggar aturan itu setiap kali saya menyimpan pasti ada notif ""salah satu pin anda kami hapus karena melanggar aturan""",Saya cari gambar susah tibatiba dihapus karena melanggar aturan itu setiap kali saya menyimpan pasti ada notif salah satu pin anda kami hapus karena melanggar aturan,saya cari gambar susah tibatiba dihapus karena melanggar aturan itu setiap kali saya menyimpan pasti ada notif salah satu pin anda kami hapus karena melanggar aturan,saya cari gambar susah tibatiba dihapus karena melanggar aturan itu setiap kali saya menyimpan pasti ada notif salah satu pin anda kami hapus karena melanggar aturan,"['saya', 'cari', 'gambar', 'susah', 'tibatiba', 'dihapus', 'karena', 'melanggar', 'aturan', 'itu', 'setiap', 'kali', 'saya', 'menyimpan', 'pasti', 'ada', 'notif', 'salah', 'satu', 'pin', 'anda', 'kami', 'hapus', 'karena', 'melanggar', 'aturan']","['cari', 'gambar', 'susah', 'tibatiba', 'dihapus', 'melanggar', 'aturan', 'kali', 'menyimpan', 'notif', 'salah', 'pin', 'hapus', 'melanggar', 'aturan']",cari gambar susah tibatiba hapus langgar atur kali simpan notif salah pin hapus langgar atur
2025-01-20 12:21:12,Hyy Steriaaa,3,Sering lag,Sering lag,sering lag,sering lag,"['sering', 'lag']",['lag'],lag
2025-01-20 11:46:03,Callista vandani,1,GABISA LOGIN KESEL BANGET,GABISA LOGIN KESEL BANGET,gabisa login kesel banget,login kesel banget,"['login', 'kesel', 'banget']","['login', 'kesel', 'banget']",login kesel banget
2025-01-20 11:05:44,Hajja Sarti,5,Ini bagus soalnya aku bisa buat t-shirt free di Roblox mudah banget dan nggak ribet apalagi bagus bagus 🤗🤗👍👍,Ini bagus soalnya aku bisa buat tshirt free di Roblox mudah banget dan nggak ribet apalagi bagus bagus ,ini bagus soalnya aku bisa buat tshirt free di roblox mudah banget dan nggak ribet apalagi bagus bagus ,ini bagus soalnya aku bisa buat tshirt free di roblox mudah banget dan tidak ribet apalagi bagus bagus,"['ini', 'bagus', 'soalnya', 'aku', 'bisa', 'buat', 'tshirt', 'free', 'di', 'roblox', 'mudah', 'banget', 'dan', 'tidak', 'ribet', 'apalagi', 'bagus', 'bagus']","['bagus', 'tshirt', 'free', 'roblox', 'mudah', 'banget', 'ribet', 'bagus', 'bagus']",bagus tshirt free roblox mudah banget ribet bagus bagus
2025-01-20 11:02:13,Nurjanah Nur,5,♥️♥️♥️♥️,,,,[],[],
2025-01-20 10:54:56,EL MILAN,1,"jahat gabisa login pake google, padahal udah dipencet trus lohh, yang tulisan lanjutkan dengan google, tapi malah gak bisa... padahal waktu itu bisa sekarang gatau kenapa gak bisa... huhuuu😭😭😭😫😫",jahat gabisa login pake google padahal udah dipencet trus lohh yang tulisan lanjutkan dengan google tapi malah gak bisa padahal waktu itu bisa sekarang gatau kenapa gak bisa huhuuu,jahat gabisa login pake google padahal udah dipencet trus lohh yang tulisan lanjutkan dengan google tapi malah gak bisa padahal waktu itu bisa sekarang gatau kenapa gak bisa huhuuu,jahat login pakai google padahal sudah dipencet terus loh yang tulisan lanjutkan dengan google tapi malah tidak bisa padahal waktu itu bisa sekarang kenapa tidak bisa huhuuu,"['jahat', 'login', 'pakai', 'google', 'padahal', 'sudah', 'dipencet', 'terus', 'loh', 'yang', 'tulisan', 'lanjutkan', 'dengan', 'google', 'tapi', 'malah', 'tidak', 'bisa', 'padahal', 'waktu', 'itu', 'bisa', 'sekarang', 'kenapa', 'tidak', 'bisa', 'huhuuu']","['jahat', 'login', 'pakai', 'google', 'dipencet', 'loh', 'tulisan', 'lanjutkan', 'google', 'huhuuu']",jahat login pakai google pencet loh tulis lanjut google huhuuu
2025-01-20 09:54:56,Ahmad Ustadi,4,Penak pokoe,Penak pokoe,penak pokoe,penak pokoe,"['penak', 'pokoe']","['penak', 'pokoe']",penak pokoe
2025-01-20 09:32:18,Taufik Upik,5,Bagus aku suka,Bagus aku suka,bagus aku suka,bagus aku suka,"['bagus', 'aku', 'suka']","['bagus', 'suka']",bagus suka
2025-01-20 09:14:34,Nana ??,5,"Baguuss bgttt , bisaa nyarii fottoo smaa vidio , dan download nyaa cptt bgttt , ini apkk bergunaa bgtt siee , wajibb downdload.",Baguuss bgttt  bisaa nyarii fottoo smaa vidio  dan download nyaa cptt bgttt  ini apkk bergunaa bgtt siee  wajibb downdload,baguuss bgttt  bisaa nyarii fottoo smaa vidio  dan download nyaa cptt bgttt  ini apkk bergunaa bgtt siee  wajibb downdload,baguuss banget bisa nyarii fottoo smaa vidio dan download nya cptt banget ini apkk berguna banget siee wajibb downdload,"['baguuss', 'banget', 'bisa', 'nyarii', 'fottoo', 'smaa', 'vidio', 'dan', 'download', 'nya', 'cptt', 'banget', 'ini', 'apkk', 'berguna', 'banget', 'siee', 'wajibb', 'downdload']","['baguuss', 'banget', 'nyarii', 'fottoo', 'smaa', 'vidio', 'download', 'nya', 'cptt', 'banget', 'apkk', 'berguna', 'banget', 'siee', 'wajibb', 'downdload']",baguuss banget nyarii fottoo smaa vidio download nya cptt banget apkk guna banget siee wajibb downdload
2025-01-20 08:57:03,Mario Alfarizi,1,Bintang 1 karna pas mau daftar eh di suruh isi tanggal lahir dan pas aku jawab pake tanggal lahir ku tiba tiba salah cok,Bintang  karna pas mau daftar eh di suruh isi tanggal lahir dan pas aku jawab pake tanggal lahir ku tiba tiba salah cok,bintang  karna pas mau daftar eh di suruh isi tanggal lahir dan pas aku jawab pake tanggal lahir ku tiba tiba salah cok,bintang karena pas mau daftar eh di suruh isi tanggal lahir dan pas aku jawab pakai tanggal lahir ku tiba tiba salah cok,"['bintang', 'karena', 'pas', 'mau', 'daftar', 'eh', 'di', 'suruh', 'isi', 'tanggal', 'lahir', 'dan', 'pas', 'aku', 'jawab', 'pakai', 'tanggal', 'lahir', 'ku', 'tiba', 'tiba', 'salah', 'cok']","['bintang', 'pas', 'daftar', 'eh', 'suruh', 'isi', 'tanggal', 'lahir', 'pas', 'pakai', 'tanggal', 'lahir', 'ku', 'salah', 'cok']",bintang pas daftar eh suruh isi tanggal lahir pas pakai tanggal lahir ku salah cok
2025-01-20 08:53:28,Betty Zen,5,Pengen ikutan berhasil,Pengen ikutan berhasil,pengen ikutan berhasil,pengin ikutan berhasil,"['pengin', 'ikutan', 'berhasil']","['pengin', 'ikutan', 'berhasil']",pengin ikut hasil
2025-01-20 08:00:11,king smile,5,Good app,Good app,good app,good app,"['good', 'app']","['good', 'app']",good app
2025-01-20 07:42:16,Pipit Iwan,5,Sangat membantu memberikan ide-ide yg bagus,Sangat membantu memberikan ideide yg bagus,sangat membantu memberikan ideide yg bagus,sangat membantu memberikan ideide yang bagus,"['sangat', 'membantu', 'memberikan', 'ideide', 'yang', 'bagus']","['membantu', 'ideide', 'bagus']",bantu ideide bagus
2025-01-20 06:56:16,its tonton,5,Love this app,Love this app,love this app,love this app,"['love', 'this', 'app']","['love', 'this', 'app']",love this app
2025-01-20 06:02:13,Sahwa Zabila,5,Sangat sesuai ekspektasi,Sangat sesuai ekspektasi,sangat sesuai ekspektasi,sangat sesuai ekspektasi,"['sangat', 'sesuai', 'ekspektasi']","['sesuai', 'ekspektasi']",sesuai ekspektasi
2025-01-20 05:52:20,Pengguna Google,5,I like😊,I like,i like,i like,"['i', 'like']","['i', 'like']",i like
2025-01-20 05:13:40,Xuree,4,Ini sangat bagus dan tapi ada sedikit hal yg sus atau tak senonoh itu aja ulasan dari saya,Ini sangat bagus dan tapi ada sedikit hal yg sus atau tak senonoh itu aja ulasan dari saya,ini sangat bagus dan tapi ada sedikit hal yg sus atau tak senonoh itu aja ulasan dari saya,ini sangat bagus dan tapi ada sedikit hal yang sus atau tak senonoh itu saja ulasan dari saya,"['ini', 'sangat', 'bagus', 'dan', 'tapi', 'ada', 'sedikit', 'hal', 'yang', 'sus', 'atau', 'tak', 'senonoh', 'itu', 'saja', 'ulasan', 'dari', 'saya']","['bagus', 'sus', 'senonoh', 'ulasan']",bagus sus senonoh ulas
2025-01-20 02:53:15,Ashilla Nafasya,5,Bagus sekali tapi hapus yang komen judol terus foto 18+ enek jadinya,Bagus sekali tapi hapus yang komen judol terus foto  enek jadinya,bagus sekali tapi hapus yang komen judol terus foto  enek jadinya,bagus sekali tapi hapus yang komen judol terus foto enek jadinya,"['bagus', 'sekali', 'tapi', 'hapus', 'yang', 'komen', 'judol', 'terus', 'foto', 'enek', 'jadinya']","['bagus', 'hapus', 'komen', 'judol', 'foto', 'enek']",bagus hapus komen judol foto enek
2025-01-20 01:03:11,Priyadi Priyadi,5,aku udah download di beberapa HP aku. ni aplikasi emg bagus banget. apa yang selalu aku cari bakalan muncul di beranda terus. kece sihh,aku udah download di beberapa HP aku ni aplikasi emg bagus banget apa yang selalu aku cari bakalan muncul di beranda terus kece sihh,aku udah download di beberapa hp aku ni aplikasi emg bagus banget apa yang selalu aku cari bakalan muncul di beranda terus kece sihh,aku sudah download di beberapa hp aku nih aplikasi memang bagus banget apa yang selalu aku cari bakalan muncul di beranda terus kece sih,"['aku', 'sudah', 'download', 'di', 'beberapa', 'hp', 'aku', 'nih', 'aplikasi', 'memang', 'bagus', 'banget', 'apa', 'yang', 'selalu', 'aku', 'cari', 'bakalan', 'muncul', 'di', 'beranda', 'terus', 'kece', 'sih']","['download', 'hp', 'nih', 'aplikasi', 'bagus', 'banget', 'cari', 'muncul', 'beranda', 'kece', 'sih']",download hp nih aplikasi bagus banget cari muncul beranda kece sih
2025-01-19 23:07:31,Sunardi Spt,5,Bagus untuk manambah wawasan dan pengetahuan,Bagus untuk manambah wawasan dan pengetahuan,bagus untuk manambah wawasan dan pengetahuan,bagus untuk manambah wawasan dan pengetahuan,"['bagus', 'untuk', 'manambah', 'wawasan', 'dan', 'pengetahuan']","['bagus', 'manambah', 'wawasan', 'pengetahuan']",bagus manambah wawas tahu
2025-01-19 22:27:22,Skin Care,5,bagus sekali! 1#,bagus sekali ,bagus sekali ,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus
2025-01-19 16:24:28,Nur Anisa,1,"Pinterest ini bagus, tapi Masalahnya adalah gak bisa di unduh gambarnya padahal waktu pertama kali bukan aplikasi ini bagus aja semuanya lancar. tapi pas sudah kumatiin hpku malahan lambat sekali jadinya bahkan unduh gambarnya gak bisa kesal rasanya 😠😠😠. Coba kalau aplikasi ini tidak terjadi seperti gangguan, masalah, eror, gambar hilang, dan dll pasti aku pakai terus aplikasi ini. Ini sungguh benar - benar menyebalkan bikin aku emosi",Pinterest ini bagus tapi Masalahnya adalah gak bisa di unduh gambarnya padahal waktu pertama kali bukan aplikasi ini bagus aja semuanya lancar tapi pas sudah kumatiin hpku malahan lambat sekali jadinya bahkan unduh gambarnya gak bisa kesal rasanya  Coba kalau aplikasi ini tidak terjadi seperti gangguan masalah eror gambar hilang dan dll pasti aku pakai terus aplikasi ini Ini sungguh benar  benar menyebalkan bikin aku emosi,pinterest ini bagus tapi masalahnya adalah gak bisa di unduh gambarnya padahal waktu pertama kali bukan aplikasi ini bagus aja semuanya lancar tapi pas sudah kumatiin hpku malahan lambat sekali jadinya bahkan unduh gambarnya gak bisa kesal rasanya  coba kalau aplikasi ini tidak terjadi seperti gangguan masalah eror gambar hilang dan dll pasti aku pakai terus aplikasi ini ini sungguh benar  benar menyebalkan bikin aku emosi,pinterest ini bagus tapi masalahnya adalah tidak bisa di unduh gambarnya padahal waktu pertama kali bukan aplikasi ini bagus saja semuanya lancar tapi pas sudah kumatiin hpku malahan lambat sekali jadinya bahkan unduh gambarnya tidak bisa kesal rasanya coba kalau aplikasi ini tidak terjadi seperti gangguan masalah eror gambar hilang dan dll pasti aku pakai terus aplikasi ini ini sungguh benar benar menyebalkan bikin aku emosi,"['pinterest', 'ini', 'bagus', 'tapi', 'masalahnya', 'adalah', 'tidak', 'bisa', 'di', 'unduh', 'gambarnya', 'padahal', 'waktu', 'pertama', 'kali', 'bukan', 'aplikasi', 'ini', 'bagus', 'saja', 'semuanya', 'lancar', 'tapi', 'pas', 'sudah', 'kumatiin', 'hpku', 'malahan', 'lambat', 'sekali', 'jadinya', 'bahkan', 'unduh', 'gambarnya', 'tidak', 'bisa', 'kesal', 'rasanya', 'coba', 'kalau', 'aplikasi', 'ini', 'tidak', 'terjadi', 'seperti', 'gangguan', 'masalah', 'eror', 'gambar', 'hilang', 'dan', 'dll', 'pasti', 'aku', 'pakai', 'terus', 'aplikasi', 'ini', 'ini', 'sungguh', 'benar', 'benar', 'menyebalkan', 'bikin', 'aku', 'emosi']","['pinterest', 'bagus', 'unduh', 'gambarnya', 'kali', 'aplikasi', 'bagus', 'lancar', 'pas', 'kumatiin', 'hpku', 'lambat', 'unduh', 'gambarnya', 'kesal', 'coba', 'aplikasi', 'gangguan', 'eror', 'gambar', 'hilang', 'dll', 'pakai', 'aplikasi', 'sungguh', 'menyebalkan', 'bikin', 'emosi']",pinterest bagus unduh gambar kali aplikasi bagus lancar pas kumatiin hpku lambat unduh gambar kesal coba aplikasi ganggu eror gambar hilang dll pakai aplikasi sungguh sebal bikin emosi
2025-01-19 15:58:41,danindra,5,"keren, aku jadi bisa save save in jeonghan aku",keren aku jadi bisa save save in jeonghan aku,keren aku jadi bisa save save in jeonghan aku,keren aku jadi bisa save save ini jeonghan aku,"['keren', 'aku', 'jadi', 'bisa', 'save', 'save', 'ini', 'jeonghan', 'aku']","['keren', 'save', 'save', 'jeonghan']",keren save save jeonghan
2025-01-19 15:33:22,dxdiag,3,Tolong dong dikasih fitur buat filter gambar AI. Tiap pengen cari referensi gambar asli munculnya paling atas gambar AI. Harus scroll sampai bawah. Tolong kasih fitur buat filter AI seperti di pixiv,Tolong dong dikasih fitur buat filter gambar AI Tiap pengen cari referensi gambar asli munculnya paling atas gambar AI Harus scroll sampai bawah Tolong kasih fitur buat filter AI seperti di pixiv,tolong dong dikasih fitur buat filter gambar ai tiap pengen cari referensi gambar asli munculnya paling atas gambar ai harus scroll sampai bawah tolong kasih fitur buat filter ai seperti di pixiv,tolong dong dikasih fitur buat filter gambar ai tiap pengin cari referensi gambar asli munculnya paling atas gambar ai harus scroll sampai bawah tolong kasih fitur buat filter ai seperti di pixiv,"['tolong', 'dong', 'dikasih', 'fitur', 'buat', 'filter', 'gambar', 'ai', 'tiap', 'pengin', 'cari', 'referensi', 'gambar', 'asli', 'munculnya', 'paling', 'atas', 'gambar', 'ai', 'harus', 'scroll', 'sampai', 'bawah', 'tolong', 'kasih', 'fitur', 'buat', 'filter', 'ai', 'seperti', 'di', 'pixiv']","['tolong', 'dikasih', 'fitur', 'filter', 'gambar', 'ai', 'pengin', 'cari', 'referensi', 'gambar', 'asli', 'munculnya', 'gambar', 'ai', 'scroll', 'tolong', 'kasih', 'fitur', 'filter', 'ai', 'pixiv']",tolong kasih fitur filter gambar ai pengin cari referensi gambar asli muncul gambar ai scroll tolong kasih fitur filter ai pixiv
2025-01-19 12:56:55,Ulfa 000,5,"bagus, dan ngebantu banget minus nya di aku lemot dikit tpi it's okeii mungkin karena hp aku",bagus dan ngebantu banget minus nya di aku lemot dikit tpi its okeii mungkin karena hp aku,bagus dan ngebantu banget minus nya di aku lemot dikit tpi its okeii mungkin karena hp aku,bagus dan membantu banget minus ya di aku lemot dikit tapi its okeii mungkin karena hp aku,"['bagus', 'dan', 'membantu', 'banget', 'minus', 'ya', 'di', 'aku', 'lemot', 'dikit', 'tapi', 'its', 'okeii', 'mungkin', 'karena', 'hp', 'aku']","['bagus', 'membantu', 'banget', 'minus', 'ya', 'lemot', 'dikit', 'its', 'okeii', 'hp']",bagus bantu banget minus ya lot dikit its okeii hp
2025-01-19 12:50:00,Caca Raisa,5,Soalnya bisa cari foto apa aja,Soalnya bisa cari foto apa aja,soalnya bisa cari foto apa aja,soalnya bisa cari foto apa saja,"['soalnya', 'bisa', 'cari', 'foto', 'apa', 'saja']","['cari', 'foto']",cari foto
2025-01-19 12:43:11,Aulia Vivo,5,Bagusss bangettt,Bagusss bangettt,bagusss bangettt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
2025-01-19 12:39:02,Yuusha Ningen,5,"i think i like this,apk ini benerr benerr berguna bngt menurut aku🙌🏻fitur fiturnya juga membantu bngt-! apalagi kalo nyari foto yang kita mau,semua adaa di pinterest..dulu aku kalo nyari foto itu slalu di google,tapi sekarang aku udah ga pernah nyari di google lagi melainkan di pinterest..this is one of the best application, pokoknya kalian harus download tanpa ragu lagi deh:) worth it rek",i think i like thisapk ini benerr benerr berguna bngt menurut akufitur fiturnya juga membantu bngt apalagi kalo nyari foto yang kita mausemua adaa di pinterestdulu aku kalo nyari foto itu slalu di googletapi sekarang aku udah ga pernah nyari di google lagi melainkan di pinterestthis is one of the best application pokoknya kalian harus download tanpa ragu lagi deh worth it rek,i think i like thisapk ini benerr benerr berguna bngt menurut akufitur fiturnya juga membantu bngt apalagi kalo nyari foto yang kita mausemua adaa di pinterestdulu aku kalo nyari foto itu slalu di googletapi sekarang aku udah ga pernah nyari di google lagi melainkan di pinterestthis is one of the best application pokoknya kalian harus download tanpa ragu lagi deh worth it rek,i think i like thisapk ini benar benar berguna banget menurut akufitur fiturnya juga membantu banget apalagi kalau mencari foto yang kita mausemua ada di pinterestdulu aku kalau mencari foto itu selalu di googletapi sekarang aku sudah tidak pernah mencari di google lagi melainkan di pinterestthis is one of the best application pokoknya kalian harus download tanpa ragu lagi deh worth itu rek,"['i', 'think', 'i', 'like', 'thisapk', 'ini', 'benar', 'benar', 'berguna', 'banget', 'menurut', 'akufitur', 'fiturnya', 'juga', 'membantu', 'banget', 'apalagi', 'kalau', 'mencari', 'foto', 'yang', 'kita', 'mausemua', 'ada', 'di', 'pinterestdulu', 'aku', 'kalau', 'mencari', 'foto', 'itu', 'selalu', 'di', 'googletapi', 'sekarang', 'aku', 'sudah', 'tidak', 'pernah', 'mencari', 'di', 'google', 'lagi', 'melainkan', 'di', 'pinterestthis', 'is', 'one', 'of', 'the', 'best', 'application', 'pokoknya', 'kalian', 'harus', 'download', 'tanpa', 'ragu', 'lagi', 'deh', 'worth', 'itu', 'rek']","['i', 'think', 'i', 'like', 'thisapk', 'berguna', 'banget', 'akufitur', 'fiturnya', 'membantu', 'banget', 'mencari', 'foto', 'mausemua', 'pinterestdulu', 'mencari', 'foto', 'googletapi', 'mencari', 'google', 'pinterestthis', 'is', 'one', 'of', 'the', 'best', 'application', 'pokoknya', 'download', 'ragu', 'deh', 'worth', 'rek']",i think i like thisapk guna banget akufitur fiturnya bantu banget cari foto mausemua pinterestdulu cari foto googletapi cari google pinterestthis is one of the best application pokok download ragu deh worth rek
2025-01-19 12:35:58,rentat law,5,The best Tks,The best Tks,the best tks,the best tks,"['the', 'best', 'tks']","['the', 'best', 'tks']",the best tks
2025-01-19 11:49:37,Aku Bocil FF,5,Bintang 1😡,Bintang ,bintang ,bintang,['bintang'],['bintang'],bintang
2025-01-19 10:48:03,Attar Hammam,1,Kenapa tidak bisa login pake akun google tolong di perbaiki secepatnya,Kenapa tidak bisa login pake akun google tolong di perbaiki secepatnya,kenapa tidak bisa login pake akun google tolong di perbaiki secepatnya,kenapa tidak bisa login pakai akun google tolong di perbaiki secepatnya,"['kenapa', 'tidak', 'bisa', 'login', 'pakai', 'akun', 'google', 'tolong', 'di', 'perbaiki', 'secepatnya']","['login', 'pakai', 'akun', 'google', 'tolong', 'perbaiki', 'secepatnya']",login pakai akun google tolong baik cepat
2025-01-19 10:30:55,Nazwa Nazwa Nazwa Nazwa,5,I like it,I like it,i like it,i like itu,"['i', 'like', 'itu']","['i', 'like']",i like
2025-01-19 09:31:31,shiragami Yunna,3,Tolong buat filter untuk ngehilangin gambar AI,Tolong buat filter untuk ngehilangin gambar AI,tolong buat filter untuk ngehilangin gambar ai,tolong buat filter untuk ngehilangin gambar ai,"['tolong', 'buat', 'filter', 'untuk', 'ngehilangin', 'gambar', 'ai']","['tolong', 'filter', 'ngehilangin', 'gambar', 'ai']",tolong filter ngehilangin gambar ai
2025-01-19 09:12:31,Muhammad Akip,4,"aplikasi bagus kok, tapi kok di hp ku ada bug? misalnya kalo mau geser postingan a ke postingan b, itu gak bisaa kenapa yaa???",aplikasi bagus kok tapi kok di hp ku ada bug misalnya kalo mau geser postingan a ke postingan b itu gak bisaa kenapa yaa,aplikasi bagus kok tapi kok di hp ku ada bug misalnya kalo mau geser postingan a ke postingan b itu gak bisaa kenapa yaa,aplikasi bagus kok tapi kok di hp ku ada bug misalnya kalau mau geser postingan a ke postingan b itu tidak bisa kenapa ya,"['aplikasi', 'bagus', 'kok', 'tapi', 'kok', 'di', 'hp', 'ku', 'ada', 'bug', 'misalnya', 'kalau', 'mau', 'geser', 'postingan', 'a', 'ke', 'postingan', 'b', 'itu', 'tidak', 'bisa', 'kenapa', 'ya']","['aplikasi', 'bagus', 'hp', 'ku', 'bug', 'geser', 'postingan', 'a', 'postingan', 'b', 'ya']",aplikasi bagus hp ku bug geser postingan a postingan b ya
