at,userName,score,content,cleaning,case_folding,normalisasi,stemming_data,sentiment
2025-01-26 04:34:34,Naila Siolimbona,5,"aplikasi ini sangat bagus, cuman ada satu hal yang harus di hapus di dalam aplikasi pinterest ini yaitu tanggal² lahir itu yang kita akan mau daftar saya sudah masukan tanggal lahir saya tapi malahan mereka malah ucap : ups! sepertinya anda tidak memenuhi syarat untuk bergabung dengan pinterest,begitu jadi saya tidak tahu maksud mereka apa? tolong di perjelaskan kata² saya ya🙏🏻",aplikasi ini sangat bagus cuman ada satu hal yang harus di hapus di dalam aplikasi pinterest ini yaitu tanggal lahir itu yang kita akan mau daftar saya sudah masukan tanggal lahir saya tapi malahan mereka malah ucap  ups sepertinya anda tidak memenuhi syarat untuk bergabung dengan pinterestbegitu jadi saya tidak tahu maksud mereka apa tolong di perjelaskan kata saya ya,aplikasi ini sangat bagus cuman ada satu hal yang harus di hapus di dalam aplikasi pinterest ini yaitu tanggal lahir itu yang kita akan mau daftar saya sudah masukan tanggal lahir saya tapi malahan mereka malah ucap  ups sepertinya anda tidak memenuhi syarat untuk bergabung dengan pinterestbegitu jadi saya tidak tahu maksud mereka apa tolong di perjelaskan kata saya ya,aplikasi ini sangat bagus cuman ada satu hal yang harus di hapus di dalam aplikasi pinterest ini yaitu tanggal lahir itu yang kita akan mau daftar saya sudah masukan tanggal lahir saya tapi malahan mereka malah ucap ups sepertinya anda tidak memenuhi syarat untuk bergabung dengan pinterestbegitu jadi saya tidak tahu maksud mereka apa tolong di perjelaskan kata saya ya,aplikasi bagus cuman hapus aplikasi pinterest tanggal lahir daftar masuk tanggal lahir ups penuh syarat gabung pinterestbegitu maksud tolong jelas ya,Positif
2025-01-26 03:39:34,Alifah Jaya,4,Agak seru,Agak seru,agak seru,agak seru,seru,Positif
2025-01-26 03:29:34,Oca Oca,1,kok pas aku masuk usia nya valid terus sih kesel tau liat nya,kok pas aku masuk usia nya valid terus sih kesel tau liat nya,kok pas aku masuk usia nya valid terus sih kesel tau liat nya,kok pas aku masuk usia ya valid terus sih kesel tau lihat ya,pas masuk usia ya valid sih kesel tau lihat ya,Negatif
2025-01-26 03:22:25,Lia Kamelia,5,"Suka bgt sm aplikasi ini, ngebantu bgt buat nyari anatomi sm wallpaper",Suka bgt sm aplikasi ini ngebantu bgt buat nyari anatomi sm wallpaper,suka bgt sm aplikasi ini ngebantu bgt buat nyari anatomi sm wallpaper,suka banget sama aplikasi ini membantu banget buat mencari anatomi sama wallpaper,suka banget aplikasi bantu banget cari anatomi wallpaper,Positif
2025-01-26 03:03:17,Sulis Tujutiga,5,Apk good,Apk good,apk good,apk good,apk good,Positif
2025-01-26 02:23:10,Elvira Soraya,5,"Baguss bgtt,download secepatnya",Baguss bgttdownload secepatnya,baguss bgttdownload secepatnya,bagus bgttdownload secepatnya,bagus bgttdownload cepat,Positif
2025-01-26 01:26:02,Eli Riyanti,1,Makin kesini makin banyak bug tolong di perbaiki lah saat saya logout ganti akun tiba tiba tidak bisa login lagi ke akun utama saya malah muncul tulisan (ADA MASALAH DI PIHAK KAMI COBA LAGI) kayak gitu terus saat saya login ke akun utama saya tapi saat login ke akun saya yang lain baik baik saja tolong lah PIHAK DEVELOPER TOLONG DI PERBAIKI lah sayang dah 100 follower dan banyak kenangan di akun utama saya jadi saya minta TOLONG DI PERBAIKI!!!!!!!!!!!,Makin kesini makin banyak bug tolong di perbaiki lah saat saya logout ganti akun tiba tiba tidak bisa login lagi ke akun utama saya malah muncul tulisan ADA MASALAH DI PIHAK KAMI COBA LAGI kayak gitu terus saat saya login ke akun utama saya tapi saat login ke akun saya yang lain baik baik saja tolong lah PIHAK DEVELOPER TOLONG DI PERBAIKI lah sayang dah  follower dan banyak kenangan di akun utama saya jadi saya minta TOLONG DI PERBAIKI,makin kesini makin banyak bug tolong di perbaiki lah saat saya logout ganti akun tiba tiba tidak bisa login lagi ke akun utama saya malah muncul tulisan ada masalah di pihak kami coba lagi kayak gitu terus saat saya login ke akun utama saya tapi saat login ke akun saya yang lain baik baik saja tolong lah pihak developer tolong di perbaiki lah sayang dah  follower dan banyak kenangan di akun utama saya jadi saya minta tolong di perbaiki,makin kesini makin banyak bug tolong di perbaiki lah saat saya logout ganti akun tiba tiba tidak bisa login lagi ke akun utama saya malah muncul tulisan ada masalah di pihak kami coba lagi kayak begitu terus saat saya login ke akun utama saya tapi saat login ke akun saya yang lain baik baik saja tolong lah pihak developer tolong di perbaiki lah sayang sudah follower dan banyak kenangan di akun utama saya jadi saya meminta tolong di perbaiki,kesini bug tolong baik logout ganti akun login akun utama muncul tulis coba kayak login akun utama login akun tolong developer tolong baik sayang follower kenang akun utama tolong baik,Negatif
2025-01-26 01:07:34,Juwara Cafe,1,"Tidak bagus, saya kecewa",Tidak bagus saya kecewa,tidak bagus saya kecewa,tidak bagus saya kecewa,bagus kecewa,Negatif
2025-01-26 00:58:24,Ratih Sari,5,seru bngt,seru bngt,seru bngt,seru banget,seru banget,Positif
2025-01-26 00:42:13,Narto decoco,5,Best ide thank yow,Best ide thank yow,best ide thank yow,best ide thank yow,best ide thank yow,Positif
2025-01-26 00:34:10,Muhammad Zaki,1,Jujur saya kecewa banget udah lama make pinterest baru kali ini keseringan update apk jadi ngebug Mulu apk nya terkadang gambar yang saya upload tidak tertampil pada orang lain😓 dan parahnya lagi setiap saya upload ulang selalu sama,Jujur saya kecewa banget udah lama make pinterest baru kali ini keseringan update apk jadi ngebug Mulu apk nya terkadang gambar yang saya upload tidak tertampil pada orang lain dan parahnya lagi setiap saya upload ulang selalu sama,jujur saya kecewa banget udah lama make pinterest baru kali ini keseringan update apk jadi ngebug mulu apk nya terkadang gambar yang saya upload tidak tertampil pada orang lain dan parahnya lagi setiap saya upload ulang selalu sama,jujur saya kecewa banget sudah lama memakai pinterest baru kali ini keseringan update apk jadi ngebug mulu apk ya terkadang gambar yang saya upload tidak tertampil pada orang lain dan parahnya lagi setiap saya upload ulang selalu sama,jujur kecewa banget pakai pinterest kali sering update apk ngebug mulu apk ya terkadang gambar upload tampil orang parah upload ulang,Negatif
2025-01-25 23:05:13,dora,4,"Saya suka aplikasi ini,ini sangat membantu saya . Tetapi mengapa setiap saya menyimpan foto nya selalu keluar dari aplikasi mohon di perbaiki yaa",Saya suka aplikasi iniini sangat membantu saya  Tetapi mengapa setiap saya menyimpan foto nya selalu keluar dari aplikasi mohon di perbaiki yaa,saya suka aplikasi iniini sangat membantu saya  tetapi mengapa setiap saya menyimpan foto nya selalu keluar dari aplikasi mohon di perbaiki yaa,saya suka aplikasi iniini sangat membantu saya tetapi mengapa setiap saya menyimpan foto ya selalu keluar dari aplikasi mohon di perbaiki ya,suka aplikasi iniini bantu simpan foto ya aplikasi mohon baik ya,Positif
2025-01-25 22:41:00,Akun 20 rb,5,"Aplikasinya ,zelek tidak Bermanpaat dan juga harus Bayar 50 juta",Aplikasinya zelek tidak Bermanpaat dan juga harus Bayar  juta,aplikasinya zelek tidak bermanpaat dan juga harus bayar  juta,aplikasinya zelek tidak bermanpaat dan juga harus bayar juta,aplikasi zelek bermanpaat bayar juta,Positif
2025-01-25 18:32:58,Abay Tea,5,"Bagus , nyaman, dan gampang di cari",Bagus  nyaman dan gampang di cari,bagus  nyaman dan gampang di cari,bagus nyaman dan gampang di cari,bagus nyaman gampang cari,Positif
2025-01-25 17:51:31,Ijong Ijong,4,Update mluu dahh,Update mluu dahh,update mluu dahh,update mluu dah,update mluu dah,Positif
2025-01-25 17:32:39,real han,4,"sering bug, dan tiba-tiba nggak bisa buat digeser atau log out sendiri",sering bug dan tibatiba nggak bisa buat digeser atau log out sendiri,sering bug dan tibatiba nggak bisa buat digeser atau log out sendiri,sering bug dan tibatiba tidak bisa buat digeser atau log out sendiri,bug tibatiba geser log out,Positif
2025-01-25 15:52:01,Calya ayyasy ayya,5,bagusss yaaaa!!!,bagusss yaaaa,bagusss yaaaa,bagus ya,bagus ya,Positif
2025-01-25 15:28:14,Ani Suharni,4,ʙᴀɢᴜs sɪʜ ᴛᴀᴘɪ ʟᴀᴍᴀ ʟᴀᴍᴀ ᴋᴏᴋ ғᴏᴛᴏɴʏᴀ ᴀɢᴀᴋ ʟᴀɪɴ ʙᴇᴅᴀ sᴀᴍᴀ ʏᴀɴɢ ᴀᴋᴜ ᴄᴀʀɪ,s s         s   ,s s         s   ,si si si,si si si,Positif
2025-01-25 14:26:58,vania Desvia klas 2b,4,knp saya kasih bintang 4 karana gambar gambaya bagus tapi kadabg eror,knp saya kasih bintang  karana gambar gambaya bagus tapi kadabg eror,knp saya kasih bintang  karana gambar gambaya bagus tapi kadabg eror,kenapa saya kasih bintang karana gambar gambaya bagus tapi kadabg eror,kasih bintang karana gambar gambaya bagus kadabg eror,Positif
2025-01-25 13:13:10,Widanengsih,5,Sukaa,Sukaa,sukaa,suka,suka,Positif
2025-01-25 13:07:42,sirach Nani,5,Senang dgn aplikasi ini fitur lengkap Bisa inspirasi hobbi. Kita dan ada nilai jual didalamnya,Senang dgn aplikasi ini fitur lengkap Bisa inspirasi hobbi Kita dan ada nilai jual didalamnya,senang dgn aplikasi ini fitur lengkap bisa inspirasi hobbi kita dan ada nilai jual didalamnya,senang dengan aplikasi ini fitur lengkap bisa inspirasi hobbi kita dan ada nilai jual didalamnya,senang aplikasi fitur lengkap inspirasi hobbi nilai jual dalam,Positif
2025-01-25 12:44:50,Tety Reza,3,Gaa bisa masuk ke printers,Gaa bisa masuk ke printers,gaa bisa masuk ke printers,tidak bisa masuk ke printers,masuk printers,Negatif
2025-01-25 11:21:31,Cristhania Arivianto,5,Ini aplikasi nya bagus banget kalo lagi butuh foto foto tinggal cari di pinterest de,Ini aplikasi nya bagus banget kalo lagi butuh foto foto tinggal cari di pinterest de,ini aplikasi nya bagus banget kalo lagi butuh foto foto tinggal cari di pinterest de,ini aplikasi ya bagus banget kalau lagi butuh foto foto tinggal cari di pinterest deh,aplikasi ya bagus banget butuh foto foto tinggal cari pinterest deh,Positif
2025-01-25 08:21:50,Kursi Meja,5,Apk yg bagus banget saya suka mudah untuk mendapatkan foto yg diinginkan👍👍,Apk yg bagus banget saya suka mudah untuk mendapatkan foto yg diinginkan,apk yg bagus banget saya suka mudah untuk mendapatkan foto yg diinginkan,apk yang bagus banget saya suka mudah untuk mendapatkan foto yang diinginkan,apk bagus banget suka mudah foto,Positif
2025-01-25 08:18:34,yuliani sutianti,5,"Bagus banget!, jadi nya aku bisa rias tshirt aku deh 🎀",Bagus banget jadi nya aku bisa rias tshirt aku deh ,bagus banget jadi nya aku bisa rias tshirt aku deh ,bagus banget jadi ya aku bisa rias tshirt aku deh,bagus banget ya rias tshirt deh,Positif
2025-01-25 08:00:27,Endah Yani,5,Aplikasi menghibur buat mencari inspirasi konten,Aplikasi menghibur buat mencari inspirasi konten,aplikasi menghibur buat mencari inspirasi konten,aplikasi menghibur buat mencari inspirasi konten,aplikasi hibur cari inspirasi konten,Positif
2025-01-25 07:53:59,Arsani Yanti,1,Umurnya gabisaaaa,Umurnya gabisaaaa,umurnya gabisaaaa,umurnya gabisaaaa,umur gabisaaaa,Negatif
2025-01-25 07:31:18,Arsy Asyifa Athallah,5,Bagus😇🥰,Bagus,bagus,bagus,bagus,Positif
2025-01-25 07:07:25,Harry Santosa,4,"Bagus banget,tapi minusnya gk bisa download vidio🫤",Bagus bangettapi minusnya gk bisa download vidio,bagus bangettapi minusnya gk bisa download vidio,bagus bangettapi minusnya tidak bisa download vidio,bagus bangettapi minus download vidio,Positif
2025-01-25 06:52:15,Zrtul Fly,5,sukaaaaa buat manasin mantann wkwk,sukaaaaa buat manasin mantann wkwk,sukaaaaa buat manasin mantann wkwk,sukaaaaa buat manasin mantann wkwk,sukaaaaa manasin mantann wkwk,Positif
2025-01-25 06:51:51,liana fadli,5,Bagusss bgt,Bagusss bgt,bagusss bgt,bagus banget,bagus banget,Positif
2025-01-25 06:34:53,Nur Ashifa Akriyah Aska,3,"Tdk bisa masuk,semua tahun gak bisa,""upss belum memenuhi syarat"",belum ada syarat² nya udh bilang gitu,pliss Jan gitu",Tdk bisa masuksemua tahun gak bisaupss belum memenuhi syaratbelum ada syarat nya udh bilang gitupliss Jan gitu,tdk bisa masuksemua tahun gak bisaupss belum memenuhi syaratbelum ada syarat nya udh bilang gitupliss jan gitu,tidak bisa masuksemua tahun tidak bisaupss belum memenuhi syaratbelum ada syarat ya sudah bilang gitupliss jangan begitu,masuksemua bisaupss penuh syaratbelum syarat ya bilang gitupliss,Negatif
2025-01-25 05:51:13,Oppo Phone,5,apk nya sangat bangus,apk nya sangat bangus,apk nya sangat bangus,apk ya sangat bangus,apk ya bangus,Positif
2025-01-25 04:32:45,Nadir Uqhrowi,5,Keren pokoknya,Keren pokoknya,keren pokoknya,keren pokoknya,keren pokok,Positif
2025-01-25 04:32:08,alls bana,5,bagus bangettt bisaa ngambil ngambil foto foto pov/au,bagus bangettt bisaa ngambil ngambil foto foto povau,bagus bangettt bisaa ngambil ngambil foto foto povau,bagus banget bisa ngambil ngambil foto foto povau,bagus banget ngambil ngambil foto foto povau,Positif
2025-01-25 03:52:57,Deby Debrot,5,Apl ini juga sangat bagus dan fitur fitur nya baik,Apl ini juga sangat bagus dan fitur fitur nya baik,apl ini juga sangat bagus dan fitur fitur nya baik,apl ini juga sangat bagus dan fitur fitur ya baik,apl bagus fitur fitur ya,Positif
2025-01-25 02:48:31,AKA.Itsuka Random,5,"Ini Sangat Bagus! cocok banget,Dan Banyak Photo Photo yg lucu + bunga soft aku suka banget! MAKASIH YA,Untung ada ini aku sangat suka!",Ini Sangat Bagus cocok bangetDan Banyak Photo Photo yg lucu  bunga soft aku suka banget MAKASIH YAUntung ada ini aku sangat suka,ini sangat bagus cocok bangetdan banyak photo photo yg lucu  bunga soft aku suka banget makasih yauntung ada ini aku sangat suka,ini sangat bagus cocok bangetdan banyak photo photo yang lucu bunga soft aku suka banget yauntung ada ini aku sangat suka,bagus cocok bangetdan photo photo lucu bunga soft suka banget yauntung suka,Positif
2025-01-25 02:47:43,Nadhiraputri Emilia,3,Lumayan jlk,Lumayan jlk,lumayan jlk,lumayan jlk,lumayan jlk,Negatif
2025-01-25 02:15:06,Chailid Daula,5,Good jobs,Good jobs,good jobs,good jobs,good jobs,Positif
2025-01-24 23:05:18,Ola la,5,"Bagus bangett :b⭐,lucuu kitaa bisa carii apapun lohh disinii",Bagus bangett blucuu kitaa bisa carii apapun lohh disinii,bagus bangett blucuu kitaa bisa carii apapun lohh disinii,bagus banget blucuu kita bisa carii apapun loh disinii,bagus banget blucuu cari apa loh sini,Positif
2025-01-24 22:40:20,Ayu Sri Lestari,3,"Aplikasinya lelet, terlalu banyak masalah. Kalau mau diunduh lama harus beberapa kali padahal jaringan bagus",Aplikasinya lelet terlalu banyak masalah Kalau mau diunduh lama harus beberapa kali padahal jaringan bagus,aplikasinya lelet terlalu banyak masalah kalau mau diunduh lama harus beberapa kali padahal jaringan bagus,aplikasinya lelet terlalu banyak masalah kalau mau diunduh lama harus beberapa kali padahal jaringan bagus,aplikasi lelet unduh kali jaring bagus,Negatif
2025-01-24 22:14:07,Firman Jauhari,1,"Tolong perbaiki, karena gagal memuat halaman. Hanya ada kotak Framenya tapi gambar tidak bisa keluar, tidak bisa di download dan di simpan. Akhir akhir ini pinterest selalu kena bug di jaringan. Tolong di perbaiki.",Tolong perbaiki karena gagal memuat halaman Hanya ada kotak Framenya tapi gambar tidak bisa keluar tidak bisa di download dan di simpan Akhir akhir ini pinterest selalu kena bug di jaringan Tolong di perbaiki,tolong perbaiki karena gagal memuat halaman hanya ada kotak framenya tapi gambar tidak bisa keluar tidak bisa di download dan di simpan akhir akhir ini pinterest selalu kena bug di jaringan tolong di perbaiki,tolong perbaiki karena gagal memuat halaman hanya ada kotak framenya tapi gambar tidak bisa keluar tidak bisa di download dan di simpan akhir akhir ini pinterest selalu kena bug di jaringan tolong di perbaiki,tolong baik gagal muat halaman kotak framenya gambar download simpan pinterest kena bug jaring tolong baik,Negatif
2025-01-24 14:21:25,Syamil Pasaribu,1,Sampah banget masa gw 2 jam masih ga bisa login padahal gw umur 16 tahun,Sampah banget masa gw  jam masih ga bisa login padahal gw umur  tahun,sampah banget masa gw  jam masih ga bisa login padahal gw umur  tahun,sampah banget masa gue jam masih tidak bisa login padahal gue umur tahun,sampah banget gue jam login gue umur,Negatif
2025-01-24 13:28:37,ARIF FAUZAN,1,saya mau komen yang bener bener buat develovers pinterst yang terhormat saya kasih bintang satu alasa karna sekarng kenapa banyak gambar gambar sexsual.mohon di blokir.semua .kembalikan semua seperti dulu pinters yang penuh gambar kratif seni dll.knapa malah makin banyak gambar2 seksual. mohon lah mengerti sedikit,saya mau komen yang bener bener buat develovers pinterst yang terhormat saya kasih bintang satu alasa karna sekarng kenapa banyak gambar gambar sexsualmohon di blokirsemua kembalikan semua seperti dulu pinters yang penuh gambar kratif seni dllknapa malah makin banyak gambar seksual mohon lah mengerti sedikit,saya mau komen yang bener bener buat develovers pinterst yang terhormat saya kasih bintang satu alasa karna sekarng kenapa banyak gambar gambar sexsualmohon di blokirsemua kembalikan semua seperti dulu pinters yang penuh gambar kratif seni dllknapa malah makin banyak gambar seksual mohon lah mengerti sedikit,saya mau komen yang benar benar buat develovers pinterst yang terhormat saya kasih bintang satu alasa karena sekarang kenapa banyak gambar gambar sexsualmohon di blokirsemua kembalikan semua seperti dulu pinters yang penuh gambar kratif seni dllknapa malah makin banyak gambar seksual mohon lah mengerti sedikit,komen develovers pinterst hormat kasih bintang alasa gambar gambar sexsualmohon blokirsemua kembali pinters penuh gambar kratif seni dllknapa gambar seksual mohon erti,Negatif
2025-01-24 13:27:37,Salma Fadilah,4,"aplikasi nya sudah bagus, tapi kenapa setiap kita simpan ke galeri, selalu muncul kontak orang² yang bisa saja foto itu terkirim tidak sengaja dan itu tidak bisa dibatalkan, mohon adakan fitur pembatal pesan atau jangan ada tampilan kontak saat kita menyimpan gambar ke galeri, ya terima kasih",aplikasi nya sudah bagus tapi kenapa setiap kita simpan ke galeri selalu muncul kontak orang yang bisa saja foto itu terkirim tidak sengaja dan itu tidak bisa dibatalkan mohon adakan fitur pembatal pesan atau jangan ada tampilan kontak saat kita menyimpan gambar ke galeri ya terima kasih,aplikasi nya sudah bagus tapi kenapa setiap kita simpan ke galeri selalu muncul kontak orang yang bisa saja foto itu terkirim tidak sengaja dan itu tidak bisa dibatalkan mohon adakan fitur pembatal pesan atau jangan ada tampilan kontak saat kita menyimpan gambar ke galeri ya terima kasih,aplikasi ya sudah bagus tapi kenapa setiap kita simpan ke galeri selalu muncul kontak orang yang bisa saja foto itu terkirim tidak sengaja dan itu tidak bisa dibatalkan mohon adakan fitur pembatal pesan atau jangan ada tampilan kontak saat kita menyimpan gambar ke galeri ya terima kasih,aplikasi ya bagus simpan galeri muncul kontak orang foto kirim sengaja batal mohon adakan fitur batal pesan tampil kontak simpan gambar galeri ya terima kasih,Positif
